sep=,
Plate name,Plate ID,Plate type,Well,Hyperwell,Reaction Mix name,Sample name,Target names,Categories,Group,Valid partitions,Volume per well [μL],Count categories,Count random,Random variation,Lambda,Lambda error,Conc. per group [cp/µl],Conc. per group error,Concentration factor,Template volume [µl],Total volume [µl],Undiluted Conc. per group [cp/µl],Undiluted Conc. per group [cp/µl] error,Conversion factor,Conversion factor unit,Conv. Undiluted Conc. per group,Conv. Undiluted Conc. per group error,% intact,% intact error
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25307,18.564,457,250.0639018525367,10.581791337640785,0.008210645281526263,9.444856762525959E-4,11.669342011839523,1.3423459428058873,-,-,-,-,-,-,-,-,-,1.408873578089895,0.16211361628104443
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25307,18.564,442,-,-,0.007952940124631214,0.0012209826566563118,11.303079737571101,1.7353160101928533,,,,-,-,,,-,-,-,-
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25307,18.564,1122,-,-,0.028118114058955535,0.0017671386461827964,39.96274086034706,2.511537709593132,,,,-,-,,,-,-,-,-
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25307,18.564,1769,-,-,0.1179560174701359,0.0027924564665034427,167.64444973777557,3.968765967045186,,,,-,-,,,-,-,-,-
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25307,18.564,788,-,-,0.0037998367627243845,0.0015813883344689206,5.400500600502055,2.247540929574876,,,,-,-,,,-,-,-,-
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25307,18.564,2348,-,-,0.1537259611969623,0.0031610958743954706,218.48231847773397,4.492693037602353,,,,-,-,,,-,-,-,-
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25307,18.564,4251,-,-,0.26301732571519126,0.004023860797013641,373.81216988093115,5.718893733484588,,,,-,-,,,-,-,-,-
,,,D2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,---,25307,18.564,14130,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25221,19.114,288,212.26845198523569,12.99007898988226,0.003007235096636418,8.482522988230336E-4,4.151035408059812,1.1708846213323698,-,-,-,-,-,-,-,-,-,0.45271462775740795,0.1272374372576926
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25221,19.114,464,-,-,7.522635426354674E-4,0.0014067173351729632,1.0383865914457555,1.9417615450038432,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25221,19.114,1125,-,-,0.012080004836126812,0.0019423774818002092,16.674628418770002,2.681159750958288,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25221,19.114,2419,-,-,0.17089286097033185,0.0034708069878652778,235.8918721273012,4.790926628012843,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25221,19.114,858,-,-,0.0,0.00180940065625167,0.0,2.497605258687039,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25221,19.114,2416,-,-,0.17069802414555563,0.0035042028939963844,235.6229292171361,4.837024649743674,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25221,19.114,4671,-,-,0.307382727722198,0.004556575577495107,424.2955890040008,6.2896667383400064,,,,-,-,,,-,-,-,-
,,,D3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,---,25221,19.114,12980,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25273,19.342,94,93.99999999999967,8.837559643071328,0.0,5.198894376595557E-4,0.0,0.709169833688849,-,-,-,-,-,-,-,-,-,0.0,0.09472219956091674
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25273,19.342,367,-,-,0.0,0.0011390900581996106,0.0,1.5538078841659875,,,,-,-,,,-,-,-,-
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25273,19.342,663,-,-,0.0,0.0014488307095151145,0.0,1.9763183455613063,,,,-,-,,,-,-,-,-
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25273,19.342,2438,-,-,0.154454022964489,0.003137429185576026,210.68736128089537,4.279698667781919,,,,-,-,,,-,-,-,-
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25273,19.342,653,-,-,0.0,0.001447548229739864,0.0,1.9745689428940427,,,,-,-,,,-,-,-,-
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25273,19.342,2327,-,-,0.14791670470938,0.003040305120475397,201.76994814663854,4.147213850616424,,,,-,-,,,-,-,-,-
,,,E1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25273,19.342,4134,-,-,0.24936387716531427,0.003862674929010724,340.1518216900865,5.268990555631214,,,,-,-,,,-,-,-,-
